node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Suma fila
0,0.0,0.18760757011849,0.43224579183532896,0.8488347609322789,1.118285770271703,1.313772318634634,1.4077012439631869,2.134466585130026,2.261731793187568,2.3057976985351716,2.3694531732859154,2.4123797857506424,1.961273322217165,1.585254092251585,2.5639330222598122,2.813469098657589,4.466617731718515,4.057948407817542,3.8529698716557657,2.9040750994676445,40.99781713769057
1,0.18760757011849,0.0,0.244638221716839,0.661227190813789,0.930678200153213,1.126164748516144,1.2200936738446968,1.946859015011536,2.0741242230690777,2.1181901284166815,2.1818456031674254,2.2247722156321523,1.773665752098675,1.397646522133095,2.376325452141322,2.625861528539099,4.2790101616000245,3.8703408376990516,3.6653623015372756,2.7164675293491545,37.43327330543925
2,0.43224579183532896,0.244638221716839,0.0,0.41658896909695,0.686039978436374,0.881526526799305,0.975455452127858,1.702220793294697,1.8294860013522392,1.8735519066998432,1.9372073814505872,1.9801339939153142,1.5290275303818361,1.1530083004162561,2.1316872304244834,2.3812233068222604,4.034371939883186,3.6257026159822128,3.420724079820437,2.4718293076323157,33.274423536252996
3,0.848834760932279,0.661227190813789,0.41658896909695,0.0,0.269451009339424,0.464937557702355,0.558866483030908,1.285631824197747,1.412897032255289,1.456962937602893,1.520618412353637,1.563545024818364,1.1124385612848862,0.736419331319306,1.7150982613275332,1.9646343377253102,3.6177829707862355,3.2091136468852626,3.0041351107234866,2.0552403385353655,27.025588999798742
4,1.118285770271703,0.930678200153213,0.686039978436374,0.269451009339424,0.0,0.195486548362931,0.289415473691484,1.016180814858323,1.143446022915865,1.187511928263469,1.251167403014213,1.29409401547894,0.842987551945462,0.46696832197988203,1.4456472519881092,1.6951833283858861,3.348331961446811,2.939662637545838,2.734684101384062,1.7857893291959412,23.52272587838623
5,1.313772318634634,1.126164748516144,0.881526526799305,0.464937557702355,0.195486548362931,0.0,0.093928925328553,0.820694266495392,0.9479594745529341,0.9920253799005381,1.0556808546512821,1.098607467116009,0.647501003582531,0.271481773616951,1.250160703625178,1.499696780022955,3.15284541308388,2.7441760891829072,2.5391975530211313,1.5903027808330101,21.372373846393987
6,1.407701243963187,1.220093673844697,0.975455452127858,0.558866483030908,0.289415473691484,0.093928925328553,0.0,0.726765341166839,0.8540305492243809,0.898096454571985,0.9617519293227289,1.004678541787456,0.7414299289110841,0.36541069894550404,1.3440896289537312,1.5936257053515082,3.246774338412433,2.83810501451146,2.633126478349684,1.6842317061615633,22.029876323693856
7,2.134466585130026,1.946859015011536,1.7022207932946969,1.285631824197747,1.016180814858323,0.820694266495392,0.726765341166839,0.0,0.127265208057542,0.17133111340514598,0.23498658815588996,0.277913200620617,1.468195270077923,1.092176040112343,2.0708549701205703,2.3203910465183473,3.9735396795792726,3.5648703556782997,3.3598918195165237,2.4109970473284026,28.570764394195407
8,2.261731793187568,2.0741242230690777,1.829486001352239,1.412897032255289,1.143446022915865,0.947959474552934,0.8540305492243809,0.127265208057542,0.0,0.044065905347604,0.107721380098348,0.150647992563075,1.5954604781354649,1.2194412481698849,2.1981201781781117,2.4476562545758886,4.100804887636814,3.692135563735841,3.487157027574065,2.538262255385944,29.970681682828367
9,2.305797698535172,2.118190128416682,1.873551906699843,1.456962937602893,1.187511928263469,0.992025379900538,0.898096454571985,0.17133111340514598,0.044065905347604,0.0,0.063655474750744,0.106582087215471,1.6395263834830691,1.263507153517489,2.2421860835257164,2.4917221599234933,4.144870792984419,3.7362014690834457,3.5312229329216698,2.5823281607335486,30.543538452347228
10,2.369453173285916,2.181845603167426,1.9372073814505868,1.5206184123536368,1.2511674030142128,1.055680854651282,0.961751929322729,0.23498658815589,0.107721380098348,0.063655474750744,0.0,0.042926612464727,1.703181858233813,1.327162628268233,2.3058415582764598,2.5553776346742367,4.208526267735162,3.799856943834189,3.594878407672413,2.645983635484292,31.49837057360838
11,2.412379785750643,2.2247722156321528,1.9801339939153138,1.5635450248183638,1.2940940154789398,1.0986074671160089,1.004678541787456,0.277913200620617,0.15064799256307498,0.106582087215471,0.042926612464727,0.0,1.74610847069854,1.37008924073296,2.348768170741187,2.598304247138964,4.251452880199889,3.8427835562989165,3.6378050201371406,2.6889102479490194,32.22812298550874
12,1.9612733222171652,1.7736657520986752,1.5290275303818361,1.1124385612848862,0.842987551945462,0.647501003582531,0.7414299289110841,1.468195270077923,1.595460478135465,1.6395263834830691,1.7031818582338132,1.7461084706985401,0.0,0.37601922996558,0.602659700042647,0.852195776440424,2.505344409501349,2.096675085600376,1.8916965494386,0.9428017772504791,24.06691531707274
13,1.5852540922515852,1.3976465221330951,1.1530083004162561,0.736419331319306,0.46696832197988203,0.271481773616951,0.36541069894550404,1.092176040112343,1.219441248169885,1.263507153517489,1.3271626282682332,1.3700892407329601,0.37601922996558,0.0,0.978678930008227,1.228215006406004,2.881363639466929,2.472694315565956,2.2677157794041802,1.318821007216059,22.186819167244842
14,2.5639330222598122,2.376325452141322,2.1316872304244834,1.7150982613275332,1.4456472519881092,1.250160703625178,1.344089628953731,2.07085497012057,2.1981201781781117,2.2421860835257155,2.3058415582764593,2.3487681707411863,0.602659700042647,0.978678930008227,0.0,0.249536076397777,1.9026847094587018,1.494015385557729,1.289036849395953,0.34014207720783207,28.285533217371267
15,2.813469098657589,2.625861528539099,2.3812233068222604,1.9646343377253102,1.6951833283858861,1.499696780022955,1.593625705351508,2.320391046518347,2.4476562545758886,2.4917221599234924,2.5553776346742363,2.5983042471389632,0.852195776440424,1.228215006406004,0.249536076397777,0.0,1.6531486330609249,1.244479309159952,1.039500772998176,0.0906060008100551,30.531357904951264
16,4.4666177317185145,4.2790101616000245,4.034371939883186,3.6177829707862355,3.3483319614468114,3.1528454130838806,3.2467743384124335,3.9735396795792726,4.100804887636815,4.144870792984419,4.208526267735163,4.25145288019989,2.5053444095013493,2.8813636394669295,1.902684709458702,1.653148633060925,0.0,0.408669323900973,0.613647860062749,1.56254263225087,53.885712501050634
17,4.057948407817541,3.870340837699051,3.6257026159822123,3.209113646885262,2.939662637545838,2.7441760891829072,2.83810501451146,3.5648703556782992,3.692135563735841,3.736201469083445,3.7998569438341887,3.8427835562989157,2.096675085600376,2.472694315565956,1.4940153855577292,1.2444793091599522,0.408669323900973,0.0,0.204978536161776,1.153873308349897,46.93833399473407
18,3.852969871655765,3.665362301537275,3.4207240798204364,3.004135110723486,2.734684101384062,2.5391975530211313,2.633126478349684,3.3598918195165233,3.487157027574065,3.531222932921669,3.5948784076724127,3.6378050201371397,1.8916965494386,2.2677157794041802,1.289036849395953,1.039500772998176,0.613647860062749,0.204978536161776,0.0,0.948894772188121,43.86365595230743
19,2.9040750994676436,2.7164675293491536,2.471829307632315,2.055240338535365,1.785789329195941,1.5903027808330101,1.684231706161563,2.410997047328402,2.538262255385944,2.5823281607335478,2.6459836354842916,2.6889102479490186,0.9428017772504791,1.318821007216059,0.34014207720783207,0.0906060008100551,1.56254263225087,1.153873308349897,0.948894772188121,0.0,31.528023913861865
Suma columna,40.99781713769056,37.43327330543925,33.27442353625299,27.025588999798742,23.522725878386225,21.37237384639399,22.029876323693856,28.570764394195407,29.97068168282837,30.54353845234722,31.498370573608383,32.22812298550874,24.06691531707274,22.186819167244842,28.28553321737127,30.53135790495127,53.88571250105062,46.93833399473407,43.86365595230743,31.52802391386188,598.7560919470473
